0,0,2019-12-02T01:53:12.000Z
43.70375,10.95509,2019-12-02T06:00:00.000Z
43.71379,10.94183,2019-12-02T00:00:00.000Z
43.71801,10.93956,2019-12-02T09:00:00.000Z
43.79383,11.15185,2019-12-02T13:38:00.000Z
43.79852,11.14104,2019-12-02T09:00:00.000Z
43.80113,11.14811,2019-12-02T00:00:00.000Z
43.8026,11.13331,2019-12-02T08:00:00.000Z
43.80299,11.13219,2019-12-02T00:46:01.000Z
43.80372,11.18293,2019-12-02T10:01:00.000Z
43.80474,11.18535,2019-12-02T13:00:00.000Z
43.80503,11.17479,2019-12-02T06:39:56.000Z
43.80539,11.1847,2019-12-02T05:06:53.000Z
43.80544,11.17961,2019-12-02T16:12:14.000Z
43.80545,11.18268,2019-12-02T01:53:11.000Z
43.80685,11.16957,2019-12-02T09:26:00.000Z
43.80701,11.1352,2019-12-02T06:00:00.000Z
43.80743,11.13901,2019-12-02T00:00:00.000Z
43.80775,11.10221,2019-12-02T00:00:00.000Z
43.80776,11.10221,2019-12-02T08:00:00.000Z
43.80795,11.18159,2019-12-02T08:55:00.000Z
43.8083,11.10283,2019-12-02T06:00:00.000Z
43.80858,11.17258,2019-12-02T08:00:00.000Z
43.80862,11.17594,2019-12-02T02:54:03.000Z
43.80909,11.1754,2019-12-02T08:00:00.000Z
43.80929,11.06036,2019-12-02T00:00:00.000Z
43.80935,11.16987,2019-12-02T15:30:43.000Z
43.81004,11.13624,2019-12-02T08:00:00.000Z
43.81018,11.06027,2019-12-02T06:00:00.000Z
43.81073,11.05014,2019-12-02T00:00:00.000Z
43.81097,11.1651,2019-12-02T09:26:00.000Z
43.81107,11.17912,2019-12-02T09:00:00.000Z
43.81118,11.05756,2019-12-02T01:53:12.000Z
43.81133,11.06008,2019-12-02T00:00:00.000Z
43.81134,11.03872,2019-12-02T08:00:00.000Z
43.81148,11.16905,2019-12-02T11:23:00.000Z
43.81192,11.05962,2019-12-02T09:00:00.000Z
43.81228,11.17158,2019-12-02T06:00:00.000Z
43.81232,11.04766,2019-12-02T00:00:00.000Z
43.81251,11.18244,2019-12-02T08:00:00.000Z
43.81265,11.17205,2019-12-02T00:46:02.000Z
43.81282,11.17486,2019-12-02T09:57:00.000Z
43.81317,11.17429,2019-12-02T10:40:04.710Z
43.81318,11.05405,2019-12-02T00:00:00.000Z
43.8134,11.21218,2019-12-02T08:55:00.000Z
43.81346,11.0513,2019-12-02T01:53:12.000Z
43.81409,11.0596,2019-12-02T13:34:47.000Z
43.81448,11.1705,2019-12-02T06:39:56.000Z
43.8149,11.05024,2019-12-02T08:15:00.000Z
43.81495,11.13949,2019-12-02T08:00:00.000Z
43.81517,11.05468,2019-12-02T08:00:00.000Z
43.8153,11.04123,2019-12-02T09:26:00.000Z
43.81537,11.05403,2019-12-02T06:00:00.000Z
43.81556,11.04908,2019-12-02T08:00:00.000Z
43.81557,11.05671,2019-12-02T05:06:53.000Z
43.81574,11.05745,2019-12-02T08:17:00.000Z
43.8161,11.04895,2019-12-02T06:00:00.000Z
43.81664,11.13856,2019-12-02T06:00:00.000Z
43.8167,11.04573,2019-12-02T00:46:02.000Z
43.81682,11.14431,2019-12-02T06:00:00.000Z
43.81708,11.04916,2019-12-02T00:46:02.000Z
43.81713,11.04914,2019-12-02T06:00:00.000Z
43.81732,11.04929,2019-12-02T00:46:01.000Z
43.81763,11.05099,2019-12-02T09:26:00.000Z
43.81766,11.04854,2019-12-02T08:15:00.000Z
43.81771,11.22528,2019-12-02T09:00:00.000Z
43.81778,11.04941,2019-12-02T09:26:00.000Z
43.81816,11.12795,2019-12-02T09:26:00.000Z
43.81844,11.04205,2019-12-02T06:00:00.000Z
43.81871,11.14877,2019-12-02T08:00:00.000Z
